Bandit,Reward,Algorithm
3.0,4.492477405911931,ThompsonSampling
3.0,3.6125892489454383,ThompsonSampling
3.0,5.431719828337666,ThompsonSampling
3.0,3.667701188260418,ThompsonSampling
3.0,3.8072401326189094,ThompsonSampling
3.0,3.577878181041711,ThompsonSampling
3.0,4.851002186740583,ThompsonSampling
3.0,3.6054133501783716,ThompsonSampling
3.0,2.7093973924436003,ThompsonSampling
3.0,2.0496926076737427,ThompsonSampling
3.0,3.5759828856529077,ThompsonSampling
3.0,4.288316538219085,ThompsonSampling
3.0,4.511032371473839,ThompsonSampling
3.0,4.665281107402899,ThompsonSampling
3.0,4.408634456877971,ThompsonSampling
3.0,3.468116362568253,ThompsonSampling
3.0,2.9548194300717876,ThompsonSampling
3.0,4.113087022622388,ThompsonSampling
3.0,2.880718390288447,ThompsonSampling
3.0,3.017881215379969,ThompsonSampling
3.0,2.9237301034413994,ThompsonSampling
3.0,3.421200834816681,ThompsonSampling
3.0,4.111585684923878,ThompsonSampling
3.0,2.9954898109674915,ThompsonSampling
3.0,3.410001485719005,ThompsonSampling
3.0,2.9937129821916906,ThompsonSampling
3.0,4.254930263276617,ThompsonSampling
3.0,4.777769008258798,ThompsonSampling
3.0,3.4494931847173285,ThompsonSampling
3.0,4.297899416464489,ThompsonSampling
3.0,5.10180074048677,ThompsonSampling
3.0,4.1137272817048895,ThompsonSampling
3.0,4.062008983695404,ThompsonSampling
3.0,4.091196755080677,ThompsonSampling
3.0,1.107426583470203,ThompsonSampling
3.0,1.8713608373935933,ThompsonSampling
3.0,1.9955662743969627,ThompsonSampling
3.0,5.357828478512159,ThompsonSampling
3.0,4.047978995262892,ThompsonSampling
3.0,4.5741042461106876,ThompsonSampling
3.0,5.268240291296199,ThompsonSampling
3.0,5.738434992946308,ThompsonSampling
3.0,5.9894456167871235,ThompsonSampling
3.0,4.9470456563850895,ThompsonSampling
3.0,2.6310094967922666,ThompsonSampling
3.0,5.078627594711498,ThompsonSampling
3.0,3.8447395890956373,ThompsonSampling
3.0,3.6165332807006063,ThompsonSampling
3.0,5.360421445190649,ThompsonSampling
3.0,2.872363754154247,ThompsonSampling
